2022-04-05T13:32:37+02:00,2022-04-05T13:17:37+02:00,2022-04-05T13:02:37+02:00,2022-04-05T12:47:38+02:00,2022-04-05T12:32:38+02:00,2022-04-05T12:17:39+02:00,2022-04-05T12:02:39+02:00,2022-04-05T11:47:40+02:00,2022-04-05T11:32:41+02:00,2022-04-05T11:17:41+02:00,2022-04-05T11:02:42+02:00,2022-04-05T10:47:43+02:00,2022-04-05T10:32:43+02:00,2022-04-05T10:17:43+02:00,2022-04-05T10:02:44+02:00,2022-04-05T09:47:44+02:00,2022-04-05T09:32:45+02:00,2022-04-05T09:17:46+02:00,2022-04-05T09:02:46+02:00,2022-04-05T08:47:46+02:00,2022-04-05T08:32:48+02:00,2022-04-05T08:17:47+02:00,2022-04-05T08:02:49+02:00,2022-04-05T07:47:49+02:00,2022-04-05T07:32:50+02:00
6.715997219085693,6.473529815673828,6.638787269592285,6.528052806854248,6.6885600090026855,6.467164039611816,6.437829494476318,6.636541843414307,6.612339019775391,6.675284385681152,6.545003890991211,6.695745944976807,6.635252475738525,6.526779651641846,6.368708610534668,6.196373462677002,6.192793846130371,6.0877251625061035,5.9271345138549805,5.866627216339111,5.753152847290039,5.729054927825928,5.622682571411133,5.523930072784424,5.366138458251953
